onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_sinman	sinman	4
28.731	22.5	judge_sinman	sinman	4
51.231	1.004	rate_sinman	sinman	4
55.116	29.14	rinse	n/a	n/a
84.266	2	warning_star	n/a	n/a
86.277	7.522	taste_and_swallow_appbos	appbos	6
93.815	22.5	judge_appbos	appbos	6
116.315	1.407	rate_appbos	appbos	6
120.604	29.14	rinse	n/a	n/a
149.786	2	warning_star	n/a	n/a
151.797	7.522	taste_and_swallow_anaman	anaman	4
159.336	22.5	judge_anaman	anaman	4
181.836	1.154	rate_anaman	anaman	4
185.839	29.14	rinse	n/a	n/a
214.988	2	warning_star	n/a	n/a
216.999	7.522	taste_and_swallow_appper	appper	5
224.538	22.5	judge_appper	appper	5
247.038	0.568	rate_appper	appper	5
250.487	25	rinse	n/a	n/a
294.631	2	warning_star	n/a	n/a
296.641	7.522	taste_and_swallow_appper	appper	5
304.163	22.5	judge_appper	appper	5
326.663	1.055	rate_appper	appper	5
330.582	29.14	rinse	n/a	n/a
359.749	2	warning_star	n/a	n/a
361.759	7.522	taste_and_swallow_anaman	anaman	5
369.282	22.5	judge_anaman	anaman	5
391.782	0.987	rate_anaman	anaman	5
395.618	29.14	rinse	n/a	n/a
424.767	2	warning_star	n/a	n/a
426.777	7.522	taste_and_swallow_appbos	appbos	4
434.299	22.5	judge_appbos	appbos	4
456.799	1.105	rate_appbos	appbos	4
460.753	29.14	rinse	n/a	n/a
489.918	2	warning_star	n/a	n/a
491.929	7.522	taste_and_swallow_sinman	sinman	4
499.451	22.5	judge_sinman	sinman	4
521.951	1.238	rate_sinman	sinman	4
526.021	25	rinse	n/a	n/a
570.181	2	warning_star	n/a	n/a
572.191	7.522	taste_and_swallow_anaman	anaman	3
579.713	22.5	judge_anaman	anaman	3
602.213	0.669	rate_anaman	anaman	3
605.731	29.14	rinse	n/a	n/a
634.863	2	warning_star	n/a	n/a
636.874	7.522	taste_and_swallow_sinman	sinman	6
644.396	22.5	judge_sinman	sinman	6
666.896	1.139	rate_sinman	sinman	6
670.899	29.14	rinse	n/a	n/a
700.032	2	warning_star	n/a	n/a
702.042	7.522	taste_and_swallow_appper	appper	6
709.564	22.5	judge_appper	appper	6
732.064	0.987	rate_appper	appper	6
735.9	29.14	rinse	n/a	n/a
765.049	2	warning_star	n/a	n/a
767.059	7.522	taste_and_swallow_appbos	appbos	1
774.582	22.5	judge_appbos	appbos	1
797.082	1.188	rate_appbos	appbos	1
801.119	25	rinse	n/a	n/a
