onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_appper	appper	3
28.715	22.5	judge_appper	appper	3
51.215	0.585	rate_appper	appper	3
54.665	29.14	rinse	n/a	n/a
83.832	2	warning_star	n/a	n/a
85.842	7.522	taste_and_swallow_appbos	appbos	2
93.381	22.5	judge_appbos	appbos	2
115.881	1.105	rate_appbos	appbos	2
119.835	29.14	rinse	n/a	n/a
149.018	2	warning_star	n/a	n/a
151.028	7.522	taste_and_swallow_anaman	anaman	4
158.551	22.5	judge_anaman	anaman	4
181.051	1.255	rate_anaman	anaman	4
185.138	29.14	rinse	n/a	n/a
214.287	2	warning_star	n/a	n/a
216.298	7.522	taste_and_swallow_sinman	sinman	3
223.82	22.5	judge_sinman	sinman	3
246.32	0.971	rate_sinman	sinman	3
250.14	25	rinse	n/a	n/a
294.283	2	warning_star	n/a	n/a
296.293	7.522	taste_and_swallow_sinman	sinman	2
303.815	22.5	judge_sinman	sinman	2
326.315	1.558	rate_sinman	sinman	2
330.705	29.14	rinse	n/a	n/a
359.821	2	warning_star	n/a	n/a
361.831	7.522	taste_and_swallow_anaman	anaman	5
369.353	22.5	judge_anaman	anaman	5
391.853	0.686	rate_anaman	anaman	5
395.371	29.14	rinse	n/a	n/a
424.521	2	warning_star	n/a	n/a
426.531	7.522	taste_and_swallow_appbos	appbos	3
434.053	22.5	judge_appbos	appbos	3
456.553	2.747	rate_appbos	appbos	3
462.149	29.14	rinse	n/a	n/a
491.315	2	warning_star	n/a	n/a
493.325	7.522	taste_and_swallow_appper	appper	3
500.864	22.5	judge_appper	appper	3
523.364	0.804	rate_appper	appper	3
527.033	25	rinse	n/a	n/a
571.21	2	warning_star	n/a	n/a
573.22	7.522	taste_and_swallow_anaman	anaman	4
580.743	22.5	judge_anaman	anaman	4
603.243	0.686	rate_anaman	anaman	4
606.761	29.14	rinse	n/a	n/a
635.877	2	warning_star	n/a	n/a
637.887	7.522	taste_and_swallow_appper	appper	3
645.409	22.5	judge_appper	appper	3
667.909	0.938	rate_appper	appper	3
671.712	29.14	rinse	n/a	n/a
700.878	2	warning_star	n/a	n/a
702.889	7.522	taste_and_swallow_sinman	sinman	5
710.411	22.5	judge_sinman	sinman	5
732.911	0.569	rate_sinman	sinman	5
736.344	29.14	rinse	n/a	n/a
765.511	2	warning_star	n/a	n/a
767.522	7.522	taste_and_swallow_appbos	appbos	3
775.044	22.5	judge_appbos	appbos	3
797.544	1.088	rate_appbos	appbos	3
801.481	25	rinse	n/a	n/a
