onset	duration	stimulus	product	pleasantness
19.198	2	warning_star	n/a	n/a
21.209	7.522	taste_and_swallow_appper	appper	7
28.731	22.5	judge_appper	appper	7
51.231	1.993	rate_appper	appper	7
56.072	29.14	rinse	n/a	n/a
85.238	2	warning_star	n/a	n/a
87.249	7.522	taste_and_swallow_anaman	anaman	6
94.771	22.5	judge_anaman	anaman	6
117.271	2.328	rate_anaman	anaman	6
122.447	29.14	rinse	n/a	n/a
151.613	2	warning_star	n/a	n/a
153.624	7.522	taste_and_swallow_appbos	appbos	6
161.146	22.5	judge_appbos	appbos	6
183.646	2.294	rate_appbos	appbos	6
188.806	29.14	rinse	n/a	n/a
217.955	2	warning_star	n/a	n/a
219.965	7.522	taste_and_swallow_sinman	sinman	5
227.487	22.5	judge_sinman	sinman	5
249.987	0.787	rate_sinman	sinman	5
253.623	25	rinse	n/a	n/a
297.782	2	warning_star	n/a	n/a
299.793	7.522	taste_and_swallow_sinman	sinman	6
307.315	22.5	judge_sinman	sinman	6
329.815	1.273	rate_sinman	sinman	6
333.936	29.14	rinse	n/a	n/a
363.102	2	warning_star	n/a	n/a
365.112	7.522	taste_and_swallow_appbos	appbos	5
372.634	22.5	judge_appbos	appbos	5
395.134	1.356	rate_appbos	appbos	5
399.323	29.14	rinse	n/a	n/a
428.472	2	warning_star	n/a	n/a
430.482	7.522	taste_and_swallow_anaman	anaman	3
438.004	22.5	judge_anaman	anaman	3
460.504	1.239	rate_anaman	anaman	3
464.592	29.14	rinse	n/a	n/a
493.724	2	warning_star	n/a	n/a
495.735	7.522	taste_and_swallow_appper	appper	4
503.257	22.5	judge_appper	appper	4
525.757	1.188	rate_appper	appper	4
529.777	25	rinse	n/a	n/a
573.92	2	warning_star	n/a	n/a
575.931	7.522	taste_and_swallow_anaman	anaman	3
583.453	22.5	judge_anaman	anaman	3
605.953	1.826	rate_anaman	anaman	3
610.627	29.14	rinse	n/a	n/a
639.742	2	warning_star	n/a	n/a
641.753	7.522	taste_and_swallow_sinman	sinman	6
649.275	22.5	judge_sinman	sinman	6
671.775	1.255	rate_sinman	sinman	6
675.879	29.14	rinse	n/a	n/a
705.012	2	warning_star	n/a	n/a
707.022	7.522	taste_and_swallow_appper	appper	5
714.544	22.5	judge_appper	appper	5
737.044	2.378	rate_appper	appper	5
742.271	29.14	rinse	n/a	n/a
771.404	2	warning_star	n/a	n/a
773.414	7.522	taste_and_swallow_appbos	appbos	6
780.936	22.5	judge_appbos	appbos	6
803.436	1.239	rate_appbos	appbos	6
807.524	25	rinse	n/a	n/a
