onset	duration	stimulus	product	pleasantness
19.166	2	warning_star	n/a	n/a
21.176	7.522	taste_and_swallow_appbos	appbos	6
28.715	22.5	judge_appbos	appbos	6
51.215	1.524	rate_appbos	appbos	6
55.604	29.14	rinse	n/a	n/a
84.737	2	warning_star	n/a	n/a
86.747	7.522	taste_and_swallow_sinman	sinman	4
94.286	22.5	judge_sinman	sinman	4
116.786	1.138	rate_sinman	sinman	4
120.773	29.14	rinse	n/a	n/a
149.939	2	warning_star	n/a	n/a
151.949	7.522	taste_and_swallow_anaman	anaman	6
159.472	22.5	judge_anaman	anaman	6
181.972	1.171	rate_anaman	anaman	6
185.992	29.14	rinse	n/a	n/a
215.124	2	warning_star	n/a	n/a
217.135	7.522	taste_and_swallow_appper	appper	7
224.658	22.5	judge_appper	appper	7
247.158	1.656	rate_appper	appper	7
251.647	25	rinse	n/a	n/a
295.806	2	warning_star	n/a	n/a
297.817	7.522	taste_and_swallow_appper	appper	5
305.339	22.5	judge_appper	appper	5
327.839	0.602	rate_appper	appper	5
331.273	29.14	rinse	n/a	n/a
360.389	2	warning_star	n/a	n/a
362.399	7.522	taste_and_swallow_appbos	appbos	5
369.921	22.5	judge_appbos	appbos	5
392.421	0.602	rate_appbos	appbos	5
395.872	29.14	rinse	n/a	n/a
425.038	2	warning_star	n/a	n/a
427.049	7.522	taste_and_swallow_anaman	anaman	6
434.571	22.5	judge_anaman	anaman	6
457.071	1.624	rate_anaman	anaman	6
461.56	29.14	rinse	n/a	n/a
490.693	2	warning_star	n/a	n/a
492.703	7.522	taste_and_swallow_sinman	sinman	5
500.225	22.5	judge_sinman	sinman	5
522.725	0.686	rate_sinman	sinman	5
526.243	25	rinse	n/a	n/a
570.403	2	warning_star	n/a	n/a
572.413	7.522	taste_and_swallow_sinman	sinman	6
579.935	22.5	judge_sinman	sinman	6
602.435	1.29	rate_sinman	sinman	6
606.573	29.14	rinse	n/a	n/a
635.706	2	warning_star	n/a	n/a
637.716	7.522	taste_and_swallow_anaman	anaman	6
645.238	22.5	judge_anaman	anaman	6
667.738	0.954	rate_anaman	anaman	6
671.558	29.14	rinse	n/a	n/a
700.707	2	warning_star	n/a	n/a
702.717	7.522	taste_and_swallow_appbos	appbos	6
710.239	22.5	judge_appbos	appbos	6
732.739	1.139	rate_appbos	appbos	6
736.727	29.14	rinse	n/a	n/a
765.859	2	warning_star	n/a	n/a
767.869	7.522	taste_and_swallow_appper	appper	7
775.391	22.5	judge_appper	appper	7
797.891	1.357	rate_appper	appper	7
802.096	25	rinse	n/a	n/a
