onset	duration	stimulus	product	pleasantness
19.165	2	warning_star	n/a	n/a
21.176	7.522	taste_and_swallow_appper	appper	5
28.698	22.5	judge_appper	appper	5
51.198	2.344	rate_appper	appper	5
56.39	29.14	rinse	n/a	n/a
85.54	2	warning_star	n/a	n/a
87.55	7.522	taste_and_swallow_appbos	appbos	4
95.072	22.5	judge_appbos	appbos	4
117.572	9.515	rate_appbos	appbos	4
129.936	29.14	rinse	n/a	n/a
159.085	2	warning_star	n/a	n/a
161.095	7.522	taste_and_swallow_anaman	anaman	3
168.617	22.5	judge_anaman	anaman	3
191.117	4.673	rate_anaman	anaman	3
198.639	29.14	rinse	n/a	n/a
227.772	2	warning_star	n/a	n/a
229.782	7.522	taste_and_swallow_sinman	sinman	5
237.304	22.5	judge_sinman	sinman	5
259.804	2.897	rate_sinman	sinman	5
265.55	25	rinse	n/a	n/a
309.693	2	warning_star	n/a	n/a
311.703	7.522	taste_and_swallow_anaman	anaman	2
319.225	22.5	judge_anaman	anaman	2
341.725	2.965	rate_anaman	anaman	2
347.522	29.14	rinse	n/a	n/a
376.671	2	warning_star	n/a	n/a
378.681	7.522	taste_and_swallow_sinman	sinman	5
386.203	22.5	judge_sinman	sinman	5
408.703	8.208	rate_sinman	sinman	5
419.76	29.14	rinse	n/a	n/a
448.892	2	warning_star	n/a	n/a
450.903	7.522	taste_and_swallow_appper	appper	5
458.425	22.5	judge_appper	appper	5
480.925	19.282	rate_appper	appper	5
503.072	29.14	rinse	n/a	n/a
532.204	2	warning_star	n/a	n/a
534.214	7.522	taste_and_swallow_appbos	appbos	6
541.737	22.5	judge_appbos	appbos	6
564.237	2.712	rate_appbos	appbos	6
569.782	25	rinse	n/a	n/a
613.991	2	warning_star	n/a	n/a
616.002	7.522	taste_and_swallow_sinman	sinman	5
623.524	22.5	judge_sinman	sinman	5
646.024	13.669	rate_sinman	sinman	5
662.541	29.14	rinse	n/a	n/a
691.691	2	warning_star	n/a	n/a
693.701	7.522	taste_and_swallow_appbos	appbos	6
701.224	22.5	judge_appbos	appbos	6
723.724	1.774	rate_appbos	appbos	6
728.363	29.14	rinse	n/a	n/a
757.496	2	warning_star	n/a	n/a
759.507	7.522	taste_and_swallow_anaman	anaman	5
767.029	22.5	judge_anaman	anaman	5
789.529	8.442	rate_anaman	anaman	5
800.803	29.14	rinse	n/a	n/a
829.952	2	warning_star	n/a	n/a
831.963	7.522	taste_and_swallow_appper	appper	6
839.485	22.5	judge_appper	appper	6
861.985	11.977	rate_appper	appper	6
876.811	25	rinse	n/a	n/a
