onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_sinman	sinman	3
28.714	22.5	judge_sinman	sinman	3
51.214	2.21	rate_sinman	sinman	3
56.29	29.14	rinse	n/a	n/a
85.456	2	warning_star	n/a	n/a
87.466	7.522	taste_and_swallow_appbos	appbos	6
94.988	22.5	judge_appbos	appbos	6
117.488	3.45	rate_appbos	appbos	6
123.787	29.14	rinse	n/a	n/a
152.953	2	warning_star	n/a	n/a
154.963	7.522	taste_and_swallow_anaman	anaman	5
162.487	22.5	judge_anaman	anaman	5
184.987	1.656	rate_anaman	anaman	5
189.475	29.14	rinse	n/a	n/a
218.591	2	warning_star	n/a	n/a
220.601	7.522	taste_and_swallow_appper	appper	5
228.123	22.5	judge_appper	appper	5
250.623	3.585	rate_appper	appper	5
257.056	25	rinse	n/a	n/a
301.216	2	warning_star	n/a	n/a
303.226	7.522	taste_and_swallow_sinman	sinman	6
310.765	22.5	judge_sinman	sinman	6
333.265	2.16	rate_sinman	sinman	6
338.274	29.14	rinse	n/a	n/a
367.423	2	warning_star	n/a	n/a
369.433	7.522	taste_and_swallow_anaman	anaman	5
376.955	22.5	judge_anaman	anaman	5
399.455	13.1	rate_anaman	anaman	5
415.404	29.14	rinse	n/a	n/a
444.553	2	warning_star	n/a	n/a
446.563	7.522	taste_and_swallow_appbos	appbos	5
454.085	22.5	judge_appbos	appbos	5
476.585	3.467	rate_appbos	appbos	5
482.901	29.14	rinse	n/a	n/a
512.033	2	warning_star	n/a	n/a
514.044	7.522	taste_and_swallow_appper	appper	6
521.566	22.5	judge_appper	appper	6
544.066	2.931	rate_appper	appper	6
549.829	25	rinse	n/a	n/a
594.005	2	warning_star	n/a	n/a
596.015	7.522	taste_and_swallow_sinman	sinman	6
603.537	22.5	judge_sinman	sinman	6
626.037	5.21	rate_sinman	sinman	6
634.079	29.14	rinse	n/a	n/a
663.211	2	warning_star	n/a	n/a
665.221	7.522	taste_and_swallow_anaman	anaman	5
672.743	22.5	judge_anaman	anaman	5
695.243	3.35	rate_anaman	anaman	5
701.459	29.14	rinse	n/a	n/a
730.608	2	warning_star	n/a	n/a
732.618	7.522	taste_and_swallow_appper	appper	5
740.14	22.5	judge_appper	appper	5
762.64	4.305	rate_appper	appper	5
769.81	29.14	rinse	n/a	n/a
798.993	2	warning_star	n/a	n/a
801.003	7.522	taste_and_swallow_appbos	appbos	5
808.525	22.5	judge_appbos	appbos	5
831.025	10.051	rate_appbos	appbos	5
843.925	25	rinse	n/a	n/a
