onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_lim	lim	5
28.714	22.5	judge_lim	lim	5
51.214	2.848	rate_lim	lim	5
56.927	29.14	rinse	n/a	n/a
86.06	2	warning_star	n/a	n/a
88.07	7.522	taste_and_swallow_fra	fra	5
95.593	22.5	judge_fra	fra	5
118.093	0.87	rate_fra	fra	5
121.812	29.14	rinse	n/a	n/a
150.978	2	warning_star	n/a	n/a
152.988	7.522	taste_and_swallow_ska	ska	5
160.51	22.5	judge_ska	ska	5
183.01	1.272	rate_ska	ska	5
187.148	29.14	rinse	n/a	n/a
216.281	2	warning_star	n/a	n/a
218.291	7.522	taste_and_swallow_kok	kok	5
225.83	22.5	judge_kok	kok	5
248.33	2.294	rate_kok	kok	5
253.473	25	rinse	n/a	n/a
297.633	2	warning_star	n/a	n/a
299.643	7.522	taste_and_swallow_fra	fra	5
307.165	22.5	judge_fra	fra	5
329.665	1.524	rate_fra	fra	5
334.054	29.14	rinse	n/a	n/a
363.204	2	warning_star	n/a	n/a
365.214	7.522	taste_and_swallow_lim	lim	5
372.753	22.5	judge_lim	lim	5
395.253	1.222	rate_lim	lim	5
399.324	29.14	rinse	n/a	n/a
428.457	2	warning_star	n/a	n/a
430.467	7.522	taste_and_swallow_kok	kok	5
437.989	22.5	judge_kok	kok	5
460.489	1.021	rate_kok	kok	5
464.358	29.14	rinse	n/a	n/a
493.475	2	warning_star	n/a	n/a
495.485	7.522	taste_and_swallow_ska	ska	5
503.007	22.5	judge_ska	ska	5
525.507	1.105	rate_ska	ska	5
529.444	25	rinse	n/a	n/a
573.621	2	warning_star	n/a	n/a
575.631	7.522	taste_and_swallow_kok	kok	4
583.153	22.5	judge_kok	kok	4
605.653	1.34	rate_kok	kok	4
609.842	29.14	rinse	n/a	n/a
638.974	2	warning_star	n/a	n/a
640.985	7.522	taste_and_swallow_fra	fra	5
648.507	22.5	judge_fra	fra	5
671.007	1.239	rate_fra	fra	5
675.11	29.14	rinse	n/a	n/a
704.26	2	warning_star	n/a	n/a
706.271	7.522	taste_and_swallow_ska	ska	5
713.793	22.5	judge_ska	ska	5
736.293	0.921	rate_ska	ska	5
740.062	29.14	rinse	n/a	n/a
769.195	2	warning_star	n/a	n/a
771.205	7.522	taste_and_swallow_lim	lim	5
778.727	22.5	judge_lim	lim	5
801.227	1.139	rate_lim	lim	5
805.231	25	rinse	n/a	n/a
